id,salary_in_usd
0,120652.26803713535
1,133347.30275137906
2,133347.30275137906
3,54663.60036694293
4,30987.626479012426
5,52673.42634088781
6,191658.62689169566
7,66900.00892211568
8,136784.42345174504
9,171349.4533113412
10,28090.33162102694
11,182005.18745087154
12,123847.82677137089
13,46200.602635575204
14,81032.20540575232
15,70337.12962248166
16,102289.71097744677
17,133614.84197142115
18,50186.56058224376
19,124800.12592011939
20,111680.19710192192
21,66138.5910381158
22,105550.82133603921
23,137555.10569402494
24,4902.329112145904
25,16106.034089401299
26,99212.3999000025
27,171624.72387555998
28,50640.80228880524
29,144015.63430390102
30,123868.15552853922
31,116076.72143581431
32,126621.12752949442
33,81284.45406389383
34,23478.610989381632
35,40987.36284798111
36,157893.64795138675
37,35247.98858132223
38,47935.066718407325
39,159335.7871027082
40,34216.30510394956
41,13717.045163447663
42,121333.63654274606
43,179644.96068306267
44,107232.6367075052
45,214862.4320186578
46,103813.9237552352
47,27596.524461045483
48,116076.72143581431
49,50215.92925925112
50,126732.45557534465
51,62797.412933671716
52,130214.79915771121
53,117925.8623848594
54,97624.42014868165
55,64364.01951355062
56,163955.98109650094
57,186892.24700342098
58,131365.60208747137
59,143646.80751614645
60,131365.60208747137
61,219482.62601245055
62,143646.80751614645
63,135626.5707086438
64,155965.11296600563
65,163955.98109650094
66,163955.98109650094
67,143646.80751614645
68,123345.3652799687
69,84702.56177091246
70,130214.79915771121
71,165427.48892482973
72,90251.8432487013
73,48934.35381458905
74,83924.9570705426
75,109905.62557735672
76,38528.64262400514
77,72384.2563210533
78,112706.04729911173
79,130053.10435271852
80,3284.9806838176883
81,57656.04110153051
82,100233.7783884366
83,176083.22306436006
84,105644.65695618432
85,84673.1930939051
86,84673.1930939051
87,163955.98109650094
88,143646.80751614645
89,57334.02326687555
90,49898.885840467585
91,78513.18551961002
92,119289.36867592082
93,60975.064984003184
94,143646.80751614645
95,142477.5968382903
96,31851.175352346952
97,89861.84174947749
98,49251.22593294525
99,135626.5707086438
100,143646.80751614645
101,131365.60208747137
102,131365.60208747137
103,163955.98109650094
104,163955.98109650094
105,31713.10539733841
106,123345.3652799687
